refid	reference
8120	Fall CH, Yajnik CS, Rao S, Davies AA, Brown N & Farrant HJW 133 2003 Micronutrients and fetal growth. Journal of Nutrition (Suppl 2) 1747-1756.
8120	Ferrer RL, Sibai BM, Mulrow CD, Chiquette E, Stevens KR & Cornell J 2000 Management of mild chronic hypertension during 96 pregnancy: a review. Obstetrics and Gynecology 849-860.
8120	Forest MG, David M & Morel Y 1993 Prenatal diagnosis and treatment of 21-hydroxylase deficiency. Journal of Steroid Biochemistry 45 and Molecular Biology 75-82.
8120	Forhead AJ, Li J, Gilmour RS & Fowden AL 1998 Control of hepatic insulin-like growth factor II gene expression by thyroid hormones 275 in fetal sheep near term. American Journal of Physiology E149-E156.
8120	Forsen T, Eriksson J, Tuomilehto J, Reunanen A, Osmond C & Barker D 2000 The fetal and childhood growth of persons who 133 develop type 2 diabetes. Annals of Internal Medicine 176-182.
8120	Francis D, Diorio J, Liu D & Meaney MJ 1999 Nongenomic transmission across generations of maternal behavior and stress responses in the rat. Science 2861155-1158.
8120	French NP, Hagan R, Evans SF, Godfrey M & Newnham JP 1999 Repeated antenatal corticosteroids: size at birth and subsequent 180 development. American Journal of Obstetrics and Gynecology 114-121.
8120	Gillman MW, Rifas-Shiman S, Berkey CS, Field AE & Colditz GA 2003 Maternal gestational diabetes, birth weight, and adolescent 111 obesity. Pediatrics E221-E226.
8120	Godfrey K & Robinson S 1998 Maternal nutrition, placental growth 57 and fetal programming. Proceedings of the Nutrition Society 105-111.
8120	Greenhalgh PM 1997 Diabetes in British South Asians: nature, 14 nurture and culture. Diabetic Medicine 10-18.
8120	Groop L, Forsblom C, Lehtovirta M, Tuomi T, Karanko S, Nissen M, Ehrnstrom BO, Forsen B, Isomaa B, Snickars B et al. 1996 Metabolic consequences of a family history of NIDDM (the Botnia 45 study): evidence for sex-specific parental effects. Diabetes 1585-1593.
8120	Hackman E, Emanuel I, van Belle G & Daling J 1983 Maternal birth weight and subsequent pregnancy outcome. Journal of the American 250 Medical Association 2016-2019.
8120	Hales CN & Barker DJ 2001 The thrifty phenotype hypothesis. British 60 Medical Bulletin 5-20.
8120	Hales CN, Desai M, Ozanne SE & Crowther NJ 1996 Fishing in the stream of diabetes: from measuring insulin to the 24 control of fetal organogenesis. Biochemical Society Transactions 341-350.
8120	Hattersley AT & Tooke JE 1999 The fetal insulin hypothesis: an alternative explanation of the association of low birthweight with 353 diabetes and vascular disease. Lancet 1789-1792.
8120	Hattersley AT, Beards F, Ballantyne E, Appleton M, Harvey R & 19 in reduced birth weight. Nature Genetics Ellard S 1998 Mutations in the glucokinase gene of the fetus result 268-270.
8120	Hennessy E & Alberman E 1998 Intergenerational influences affecting birth outcome. I. Birthweight for gestational age in the children of 12 the 1958 British birth cohort. Paediatric and Perinatal Epidemiology 45-60.
8120	Hoet JJ & Hanson MA 1999 Intrauterine nutrition: its importance during critical periods for cardiovascular and endocrine development. Journal of Physiology 514617-627.
8120	Huxtable SJ, Saker PJ, Haddad L, Walker M, Frayling TM, Levy JC, Hitman GA, O'Rahilly S, Hattersley AT & McCarthy MI 2000 Analysis of parent-offspring trios provides evidence for linkage and association between the insulin gene and type 2 diabetes mediated exclusively through paternally transmitted class III variable number 49 tandem repeat alleles. Diabetes 126-130.
8120	Hypponen E, Smith GD & Power C 2003 Parental diabetes and birth weight of offspring: intergenerational cohort study. British Medical 326 Journal 19-20.
8120	Ibanez L, Potau N, Enriquez G & de Zegher F 2000 Reduced uterine and ovarian size in adolescent girls born small for gestational age. 47 Pediatric Research 575-577.
8120	Ikegami M, Jobe AH, Newnham J, Polk DH, Willet KE & Sly P 1997 Repetitive prenatal glucocorticoids improve lung function and decrease growth in preterm lambs. American Journal of Respiratory 156 and Critical Care Medicine 178-184.
8120	Innes KE, Byers TE, Marshall JA, Baron A, Orleans M & Hamman RF 2002 Association of a woman's own birth weight with subsequent risk for gestational diabetes. Journal of the American 287 Medical Association 2534-2541.
8120	Johnstone F & Inglis L 1974 Familial trends in low birth weight. 3 British Medical Journal 659-661.
8120	Kaati G, Bygren LO & Edvinson S 2002 Cardiovascular and diabetes mortality determined by nutrition during parents' and grandparents' 10 slow growth period. European Journal of Human Genetics 682-688.
8120	Karter AJ, Rowell SE, Ackerson LM, Mitchell BD, Ferrara A, Selby JV & Newman B 1999 Excess maternal transmission of type 2 diabetes. The Northern California Kaiser Permanente Diabetes 22 Registry. Diabetes Care 938-943.
8120	Khosla S, Dean W, Brown D, Reik W & Feil R 2001 Culture of preimplantation mouse embryos affects fetal development and the 64 expression of imprinted genes. Biology of Reproduction 918-926.
8120	Kind KL, Clifton PM, Katsman AI, Tsiounis M, Robinson JS & Owens JA 1999 Restricted fetal growth and the response to dietary 277 cholesterol in the guinea pig. American Journal of Physiology R1675-R1682.
8120	King H & Rewers M 1993 Global estimates for prevalence of diabetes 16 mellitus and impaired glucose tolerance in adults. Diabetes Care 157-177.
8120	Kinra S, Davey Smith G, Okasha M, McCarron P & McEwen J 2003 Is maternal transmission of coronary heart disease risk stronger than 89 paternal transmission? Heart 834-838.
8120	Klebanoff MA, Graubard BI, Kessel SS & Berendes HW 1984 Low birth weight across generations. Journal of the American Medical 252 Association 2423-2427.
8120	Klebanoff MA, Meirik O & Berendes HW 1989 Second-generation 84 consequences of small-for-dates birth. Pediatrics 343-347.
8120	Klebanoff MA, Schulsinger C, Mednick BR & Secher NJ 1997 Preterm and small-for-gestational-age birth across generations. 176 American Journal of Obstetrics and Gynecology 521-526.
8120	Klebanoff MA, Mednick BR, Schulsinger C, Secher NJ & Shiono PH 1998 Father's effect on infant birth weight. American Journal of 178 Obstetrics and Gynecology 1022-1026.
8120	Klebanoff MA, Secher NJ, Mednick BR & Schulsinger C 1999 Maternal size at birth and the development of hypertension during pregnancy: a test of the Barker hypothesis. Archives of Internal 159 Medicine 1607-1612. 19 of diabetes in a population-based study. Diabetes Care
8120	Klein BE, Klein R, Moss SE & Cruickshanks KJ 1996 Parental history 827-830.
8120	Kramer MS 2002 Balanced protein/energy supplementation in pregnancy (Cochrane Review). In The Cochrane Library, Issue 4, CD 000032.
8120	Kramer MS, Morin I, Yang H, Platt RW, Usher R, McNamara H, Joseph KS & Wen SW 2002 Why are babies getting bigger? Temporal trends in fetal growth and its determinants. Journal of 141 Pediatrics 538-542.
8120	Kuznetsova T, Staessen JA, Olszanecka A, Ryabikov A, Stolarz K, Malyutina S, Fagard R, Kawecka-Jaszcz K & Nikitin Y 2003 European Project On Genes in Hypertension I Maternal and paternal 41 influences on left ventricular mass of offspring. Hypertension 69-74.
8120	Langley-Evans SC, Phillips GJ, Benediktsson R, Gardner DS, Edwards CR, Jackson AA & Seckl JR 1996 Protein intake in pregnancy, placental glucocorticoid metabolism and the programming of 17 hypertension in the rat. Placenta 169-172.
8120	Law CM, Shiell AW, Newsome CA, Syddall HE, Shinebourne EA, Fayers PM, Martyn CN & de Swiet M 2002 Fetal, infant, and childhood growth and adult blood pressure: a longitudinal study 105 from birth to 22 years of age. Circulation 1088-1092.
8120	Lawlor DA, Davey Smith G & Ebrahim S 2002 Birth weight of offspring and insulin resistance in late adulthood: cross sectional 325 survey. British Medical Journal 359-362.
8120	Lawlor DA, Davey Smith G & Ebrahim S 2003a Life course influences on insulin resistance: findings from the British Women's 26 Heart and Health Study. Diabetes Care 97-103.
8120	Lawlor DA, Davey Smith G, Whincup P, Wannamethee G, Papacosta O, Dhanjil S, Griffin M, Nicolaides AN & Ebrahim S 2003b Association between offspring birth weight and atherosclerosis in middle aged men and women: British Regional Heart Study. 57 Journal of Epidemiology and Community Health 462-463.
8120	Laychock SG, Vadlamudi S & Patel MS 1995 Neonatal rat dietary carbohydrate affects pancreatic islet insulin secretion in adults and 269 progeny. American Journal of Physiology E739-E744.
8120	Lesage J, Blondeau B, Grino M, Breant B & Dupouy JP 2001 Maternal undernutrition during late gestation induces fetal overexposure to glucocorticoids and intrauterine growth retardation, and disturbs the hypothalamo-pituitary-adrenal axis in the newborn 142 rat. Endocrinology 1692-1702.
8120	Levitt NS, Lambert EV, Woods D, Hales CN, Andrew R & Seckl JR 2000 Impaired glucose tolerance and elevated blood pressure in low birth weight, nonobese, young South African adults: early programming of cortisol axis. Journal of Clinical Endocrinology and 85 Metabolism 4611-4618.
8120	Li J, Saunders JC, Gilmour RS, Silver M & Fowden AL 1993 Insulin-like growth factor-II messenger ribonucleic acid expression in fetal tissues of the sheep during late gestation: effects of cortisol. 132 Endocrinology 2083-2089.
8120	Li J, Forhead AJ, Dauncey MJ, Gilmour RS & Fowden AL 2002 Control of growth hormone receptor and insulin-like growth factor-I expression by cortisol in ovine fetal skeletal muscle. Journal 541 of Physiology 581-589.
8120	Lin RS, Lee WC, Lee YT, Chou P & Fu CC 1994 Maternal role in type 2 diabetes mellitus: indirect evidence for a mitochondrial 23 inheritance. International Journal of Epidemiology 886-890.
8120	Lindsay RS, Dabelea D, Roumain J, Hanson RL, Bennett PH & Knowler WC 2000 Type 2 diabetes and low birth weight: the role of paternal inheritance in the association of low birth weight and 49 diabetes. Diabetes 445-449.
8120	Lindsay RS, Kobes S, Knowler WC & Hanson RL 2002a Genome-wide linkage analysis assessing parent-of-origin effects in the inheritance of birth weight. Human Genetics 110503-509.
8120	Lindsay RS, Prochazka M, Baier LJ, Knowler WC, Bogardus C & Hanson RL 2002b Currently identified genes affecting insulin 19 population. Diabetic Medicine resistance are not associated with birth weight in the Pima 882-884.
8120	Lingas RI & Matthews SG 2001 A short period of maternal nutrient restriction in late gestation modifies pituitary-adrenal function in 73 adult guinea pig offspring. Neuroendocrinology 302-311.
8120	Lingas RI, Dean F & Matthews SG 1999 Maternal nutrient restriction (48 h) modifies brain corticosteroid receptor expression and 846 endocrine function in the fetal guinea pig. Brain Research 236-242.
8120	Liu D, Diorio J, Tannenbaum B, Caldji C, Francis D, Freedman A, Sharma S, Pearson D, Plotsky PM & Meaney MJ 1997 Maternal care, hippocampal glucocorticoid receptors, and 277 hypothalamic-pituitary-adrenal responses to stress. Science 1659-1662.
8120	Liu L, Li A & Matthews SG 2001 Maternal glucocorticoid treatment programs HPA regulation in adult offspring: sex-specific effects. 280 American Journal of Physiology E729-E739.
8120	Lumey LH 1992 Decreased birthweights in infants after maternal in utero exposure to the Dutch famine of 1944-1945. Paediatric and 6 Perinatal Epidemiology 240-253.
8120	Luo J, Reid RE & Murphy LJ 1990 Dexamethasone increases hepatic insulin-like growth factor binding protein-1 (IGFBP-1) mRNA and 127 serum IGFBP-1 concentrations in the rat. Endocrinology 1456-1462.
8120	Magnus P, Gjessing HK, Skrondal A & Skjaerven R 2001 Paternal contribution to birth weight. Journal of Epidemiology and Community 55 Health 873-877.
8120	Martin JF, Johnston CS, Han CT & Benyshek DC 2000 Nutritional origins of insulin resistance: a rat model for diabetes-prone human 130 populations. Journal of Nutrition 741-744.
8120	Mathews F, Yudkin P & Neil A 1999 Influence of maternal nutrition on outcome of pregnancy: prospective cohort study. British Medical 319 Journal 339-343.
8120	McCarthy M, Cassell P, Tran T, Mathias L, 't Hart LM, Maassen JA, Snehalatha C, Ramachandran A, Viswanathan M & Hitman GA 1996 Evaluation of the importance of maternal history of diabetes and of mitochondrial variation in the development of NIDDM. Diabetic Medicine 13420-428.
8120	McTernan CL, Draper N, Nicholson H, Chalder SM, Driver P, Hewison M, Kilby MD & Stewart PM 2001 Reduced placental 11 beta-hydroxysteroid dehydrogenase type 2 mRNA levels in human pregnancies complicated by intrauterine growth restriction: an analysis of possible mechanisms. Journal of Clinical Endocrinology and 86 Metabolism 4979-4983.
8120	Meaney MJ 2001 Maternal care, gene expression, and the transmission of individual differences in stress reactivity across generations. 24 Annual Review of Neuroscience 1161-1192.
8120	Meigs JB, Cupples LA & Wilson PW 2000 Parental transmission of 49 type 2 diabetes: the Framingham Offspring Study. Diabetes 2201-2207.
8120	Mercado AB, Wilson RC, Cheng KC, Wei JQ & New MI 1995 Prenatal treatment and diagnosis of congenital adrenal hyperplasia owing to steroid 21-hydroxylase deficiency. Journal of Clinical 80 Endocrinology and Metabolism 2014-2020.
8120	Merialdi M, Carroli G, Villar J, Abalos E, Gulmezoglu AM, Kulier R & de Onisz M 2003 Nutritional interventions during pregnancy for the prevention or treatment of impaired fetal growth: an overview 133 of randomized controlled trials. Journal of Nutrition 1626S-1631S.
8120	Miell JP, Buchanan CR, Norman MR, Maheshwari HC & Blum WF 1994 The evolution of changes in immunoreactive serum insulin-like growth factors (IGFs), IGF-binding proteins, circulating growth hormone (GH) and GH-binding protein as a result of 142 short-term dexamethasone treatment. Journal of Endocrinology 547-554.
8120	Misra DP 1996 The effect of the pregnancy-induced hypertension on fetal growth: a review of the literature. Paediatric and Perinatal 10 Epidemiology 244-263.
8120	Mitchell BD, Kammerer CM, Reinhart LJ, Stern MP & MacCluer JW 1995 Is there an excess in maternal transmission of NIDDM? 38 Diabetologia 314-317.
8120	Morgan HD, Sutherland HG, Martin DI & Whitelaw E 1999 Epigenetic inheritance at the agouti locus in the mouse. Nature 23 Genetics 314-318.
8120	Mouhieddine OB, Cazals V, Kuto E, Le Bouc Y & Clement A 1996 Glucocorticoid-induced growth arrest of lung alveolar epithelial cells is associated with increased production of insulin-like growth factor 137 binding protein-2. Endocrinology 287-295.
8120	Newnham JP 2001 Is prenatal glucocorticoid administration another origin of adult disease? Clinical and Experimental Pharmacology and 28 Physiology 957-961.
8120	Newnham JP, Evans SF, Godfrey M, Huang W, Ikegami M & Jobe A 1999 Maternal, but not fetal, administration of corticosteroids 8 restricts fetal growth. Journal of Maternal-Fetal Medicine 81-87.
8120	Nyirenda MJ, Lindsay RS, Kenyon CJ, Burchell A & Seckl JR 1998 Glucocorticoid exposure in late gestation permanently programs rat hepatic phosphoenolpyruvate carboxykinase and glucocorticoid receptor expression and causes glucose intolerance in adult 15 offspring. Journal of Clinical Investigation 2174-2181.
8120	Ounsted M & Ounsted C 1968 Rate of intra-uterine growth. Nature 220 599-600.
8120	Owen D & Matthews SG 2003 Glucocorticoids and sex-dependent development of brain glucocorticoid and mineralocorticoid 144 receptors. Endocrinology 2775-2784. 41
8120	Ozanne SE & Hales CN 1998 Thrifty yes, genetic no. Diabetologia 485-487.
8120	Patel MS, Srinivasan M, Aalinkeel R, Song F, Laychock SG, Hill DJ, Petrik J, Coukell S & Arany E 2001 Maternal influence on pancreatic beta cell development. First World Congress on Fetal Origins of Adult Disease. Mumbai, India. Abstract POS17/17.
8120	Pembrey ME 2002 Time to take epigenetic inheritance seriously. 10 European Journal of Human Genetics 669-671.
8120	Petrik J, Reusens B, Arany E, Remacle C, Coelho C, Hoet JJ & Hill DJ 1999 A low protein diet alters the balance of islet cell replication and apoptosis in the fetal and neonatal rat and is associated with a reduced pancreatic expression of insulin-like growth factor-II. 140 Endocrinology 4861-4873.
8120	Pettitt DJ, Nelson RG, Saad MF, Bennett PH & Knowler WC 1993 Diabetes and obesity in the offspring of Pima Indian women with diabetes during pregnancy. Diabetes Care 16310-314.
8120	Phillips DI, Barker DJ, Fall CH, Seckl JR, Whorwood CB, Wood PJ & Walker BR 1998 Elevated plasma cortisol concentrations: a link between low birth weight and the insulin resistance syndrome? 83 Journal of Clinical Endocrinology and Metabolism 757-760.
8120	Phillips GJ, Langley-Evans SC, Benediktsson R, Seckl JR, Edwards CRW & Jackson AA 1994 The role of dietary protein restriction ( during pregnancy on the activity of placental 11 -hydroxysteroid 53 dehydrogenase. Proceedings of the Nutrition Society 170A.
